product_id,product_name,sku,category,brand,price,discount_percent,stock_quantity,description,rating,is_active,created_at
5085,Smart Watch Model 775,SKU-105085,Wearables,Acer,405,49,600,Smart Watch Model 775 by Acer,4.2,TRUE,2023-06-30T07:11:55.218
5086,Smart Watch Model 896,SKU-105086,Wearables,HP,410,28,113,Smart Watch Model 896 by HP,3.8,TRUE,2025-04-03T07:11:55.218
5087,Printer Model 421,SKU-105087,Office Equipment,Apple,592,9,551,Printer Model 421 by Apple,1.9,TRUE,2024-02-28T07:11:55.218
5088,Mouse Model 106,SKU-105088,Computer Accessories,Samsung,313,47,686,Mouse Model 106 by Samsung,1.7,TRUE,2026-01-24T07:11:55.218
5089,Keyboard Model 712,SKU-105089,Computer Accessories,Apple,228,23,916,Keyboard Model 712 by Apple,3.9,TRUE,2025-12-01T07:11:55.218
5090,Printer Model 117,SKU-105090,Office Equipment,Sony,489,12,757,Printer Model 117 by Sony,1.6,FALSE,2023-12-30T07:11:55.218
5091,Keyboard Model 941,SKU-105091,Computer Accessories,HP,65,23,887,Keyboard Model 941 by HP,2.3,TRUE,2023-07-23T07:11:55.218
5092,Mouse Model 447,SKU-105092,Computer Accessories,Acer,303,39,921,Mouse Model 447 by Acer,1.8,TRUE,2023-06-27T07:11:55.218
5093,Printer Model 469,SKU-105093,Office Equipment,Lenovo,166,38,368,Printer Model 469 by Lenovo,3.6,TRUE,2024-09-15T07:11:55.218
5094,Mouse Model 137,SKU-105094,Computer Accessories,Samsung,322,34,62,Mouse Model 137 by Samsung,4.2,TRUE,2023-10-23T07:11:55.218
5095,Smart Watch Model 753,SKU-105095,Wearables,HP,508,35,312,Smart Watch Model 753 by HP,3.7,TRUE,2025-10-03T07:11:55.218
5096,Camera Model 848,SKU-105096,Cameras,Logitech,1945,35,129,Camera Model 848 by Logitech,2.4,TRUE,2025-09-06T07:11:55.218
5097,Monitor Model 519,SKU-105097,Computer Accessories,Asus,190,21,827,Monitor Model 519 by Asus,4.5,TRUE,2023-07-02T07:11:55.218
5098,Mouse Model 890,SKU-105098,Computer Accessories,Sony,311,12,218,Mouse Model 890 by Sony,3.5,TRUE,2024-10-29T07:11:55.218
5099,Smart Watch Model 343,SKU-105099,Wearables,HP,572,14,401,Smart Watch Model 343 by HP,4.2,TRUE,2023-10-06T07:11:55.218
5100,Printer Model 944,SKU-105100,Office Equipment,Lenovo,814,22,100,Printer Model 944 by Lenovo,2.5,TRUE,2025-03-20T07:11:55.218
5101,Headphone Model 817,SKU-105101,Audio,Samsung,354,28,516,Headphone Model 817 by Samsung,1.9,TRUE,2024-04-26T07:11:55.218
5102,Laptop Model 255,SKU-105102,Laptops,Samsung,2556,28,745,Laptop Model 255 by Samsung,3.2,FALSE,2026-01-20T07:11:55.218
5103,Headphone Model 112,SKU-105103,Audio,Sony,355,16,752,Headphone Model 112 by Sony,4.9,TRUE,2023-09-04T07:11:55.218
5104,Printer Model 982,SKU-105104,Office Equipment,Xiaomi,769,14,648,Printer Model 982 by Xiaomi,3.7,FALSE,2025-10-08T07:11:55.218
5105,Smart Watch Model 493,SKU-105105,Wearables,Acer,270,38,271,Smart Watch Model 493 by Acer,2.2,TRUE,2023-05-17T07:11:55.218
5106,Tablet Model 969,SKU-105106,Tablets,HP,802,16,791,Tablet Model 969 by HP,1.2,TRUE,2024-08-01T07:11:55.218
5107,Laptop Model 106,SKU-105107,Laptops,Apple,2399,26,520,Laptop Model 106 by Apple,4.7,TRUE,2025-09-23T07:11:55.218
5108,Smart Watch Model 435,SKU-105108,Wearables,HP,496,34,781,Smart Watch Model 435 by HP,3.2,TRUE,2025-01-01T07:11:55.218
5109,Tablet Model 112,SKU-105109,Tablets,Xiaomi,562,3,428,Tablet Model 112 by Xiaomi,2.5,TRUE,2024-12-05T07:11:55.218
5110,Headphone Model 939,SKU-105110,Audio,Xiaomi,223,46,219,Headphone Model 939 by Xiaomi,4.3,TRUE,2023-06-18T07:11:55.218
5111,Keyboard Model 961,SKU-105111,Computer Accessories,Samsung,161,36,989,Keyboard Model 961 by Samsung,1.4,TRUE,2025-05-25T07:11:55.218
5112,Laptop Model 588,SKU-105112,Laptops,Acer,2000,12,689,Laptop Model 588 by Acer,3.2,FALSE,2025-03-20T07:11:55.218
5113,Tablet Model 897,SKU-105113,Tablets,Lenovo,200,14,717,Tablet Model 897 by Lenovo,3,TRUE,2025-11-02T07:11:55.218
5114,Camera Model 370,SKU-105114,Cameras,Samsung,541,26,130,Camera Model 370 by Samsung,3.6,FALSE,2023-10-12T07:11:55.218
5115,Tablet Model 788,SKU-105115,Tablets,Apple,1130,17,895,Tablet Model 788 by Apple,3.3,FALSE,2025-08-04T07:11:55.218
5116,Monitor Model 534,SKU-105116,Computer Accessories,Sony,257,43,106,Monitor Model 534 by Sony,4.5,TRUE,2023-12-04T07:11:55.218
5117,Laptop Model 923,SKU-105117,Laptops,Xiaomi,2124,30,547,Laptop Model 923 by Xiaomi,4.6,TRUE,2024-02-24T07:11:55.218
5118,Headphone Model 564,SKU-105118,Audio,Acer,403,12,238,Headphone Model 564 by Acer,3.1,TRUE,2024-06-18T07:11:55.218
5119,Tablet Model 542,SKU-105119,Tablets,Apple,405,27,615,Tablet Model 542 by Apple,4.9,TRUE,2025-03-03T07:11:55.218
5120,Mouse Model 810,SKU-105120,Computer Accessories,Asus,131,7,29,Mouse Model 810 by Asus,1.9,TRUE,2025-08-01T07:11:55.218
5121,Mouse Model 715,SKU-105121,Computer Accessories,Sony,128,31,30,Mouse Model 715 by Sony,1.6,TRUE,2024-03-15T07:11:55.218
5122,Keyboard Model 975,SKU-105122,Computer Accessories,Apple,95,0,583,Keyboard Model 975 by Apple,4.4,TRUE,2024-01-18T07:11:55.218
5123,Smart Watch Model 881,SKU-105123,Wearables,Lenovo,413,9,593,Smart Watch Model 881 by Lenovo,2.4,TRUE,2024-07-06T07:11:55.218
5124,Smartphone Model 312,SKU-105124,Mobile Phones,Dell,353,5,284,Smartphone Model 312 by Dell,3.5,TRUE,2023-07-31T07:11:55.218
5125,Smart Watch Model 396,SKU-105125,Wearables,Asus,698,36,807,Smart Watch Model 396 by Asus,3.2,TRUE,2025-08-14T07:11:55.218
5126,Headphone Model 686,SKU-105126,Audio,HP,446,38,204,Headphone Model 686 by HP,4.2,TRUE,2025-03-31T07:11:55.218
5127,Smartphone Model 700,SKU-105127,Mobile Phones,Sony,433,15,335,Smartphone Model 700 by Sony,3.5,TRUE,2024-04-06T07:11:55.218
5128,Headphone Model 428,SKU-105128,Audio,Lenovo,277,43,877,Headphone Model 428 by Lenovo,3.7,TRUE,2024-03-25T07:11:55.218
5129,Camera Model 389,SKU-105129,Cameras,Logitech,855,43,467,Camera Model 389 by Logitech,3.6,TRUE,2024-12-15T07:11:55.218
5130,Keyboard Model 933,SKU-105130,Computer Accessories,Dell,260,1,458,Keyboard Model 933 by Dell,4.7,TRUE,2025-07-20T07:11:55.218
5131,Smart Watch Model 901,SKU-105131,Wearables,Xiaomi,293,9,926,Smart Watch Model 901 by Xiaomi,2.4,TRUE,2024-01-17T07:11:55.218
5132,Headphone Model 634,SKU-105132,Audio,Acer,373,25,142,Headphone Model 634 by Acer,4,TRUE,2024-07-12T07:11:55.218
5133,Tablet Model 170,SKU-105133,Tablets,Xiaomi,557,13,357,Tablet Model 170 by Xiaomi,3.6,TRUE,2025-09-30T07:11:55.218
5134,Smartphone Model 951,SKU-105134,Mobile Phones,Xiaomi,1491,28,139,Smartphone Model 951 by Xiaomi,4.7,TRUE,2024-12-28T07:11:55.218
5135,Smart Watch Model 619,SKU-105135,Wearables,Asus,469,35,856,Smart Watch Model 619 by Asus,3.3,TRUE,2023-06-19T07:11:55.218
5136,Monitor Model 769,SKU-105136,Computer Accessories,Xiaomi,55,9,781,Monitor Model 769 by Xiaomi,3.9,TRUE,2024-09-22T07:11:55.218
5137,Laptop Model 695,SKU-105137,Laptops,Sony,3008,23,600,Laptop Model 695 by Sony,1.3,TRUE,2023-09-12T07:11:55.218
5138,Laptop Model 281,SKU-105138,Laptops,Samsung,1716,48,523,Laptop Model 281 by Samsung,1.1,FALSE,2025-08-11T07:11:55.218
5139,Printer Model 188,SKU-105139,Office Equipment,Logitech,518,18,109,Printer Model 188 by Logitech,2.4,TRUE,2023-07-03T07:11:55.218
5140,Printer Model 426,SKU-105140,Office Equipment,HP,665,13,470,Printer Model 426 by HP,4.9,TRUE,2023-10-05T07:11:55.218
5141,Headphone Model 846,SKU-105141,Audio,Lenovo,340,27,864,Headphone Model 846 by Lenovo,2,TRUE,2026-01-08T07:11:55.218
5142,Smart Watch Model 492,SKU-105142,Wearables,Apple,198,15,308,Smart Watch Model 492 by Apple,4.5,TRUE,2023-12-22T07:11:55.218
5143,Keyboard Model 551,SKU-105143,Computer Accessories,Lenovo,262,40,991,Keyboard Model 551 by Lenovo,4.4,TRUE,2024-10-01T07:11:55.218
5144,Headphone Model 490,SKU-105144,Audio,Logitech,206,21,325,Headphone Model 490 by Logitech,1.5,TRUE,2025-11-04T07:11:55.218
5145,Headphone Model 265,SKU-105145,Audio,Sony,181,9,83,Headphone Model 265 by Sony,4.5,FALSE,2025-04-27T07:11:55.218
5146,Printer Model 830,SKU-105146,Office Equipment,Apple,558,11,793,Printer Model 830 by Apple,3.1,TRUE,2023-07-28T07:11:55.218
5147,Tablet Model 725,SKU-105147,Tablets,Lenovo,1140,3,210,Tablet Model 725 by Lenovo,1.1,TRUE,2024-02-06T07:11:55.218
5148,Smartphone Model 177,SKU-105148,Mobile Phones,Acer,432,44,618,Smartphone Model 177 by Acer,2.7,TRUE,2024-04-27T07:11:55.218
5149,Camera Model 599,SKU-105149,Cameras,Apple,2188,48,969,Camera Model 599 by Apple,1.6,TRUE,2024-02-02T07:11:55.218
5150,Printer Model 266,SKU-105150,Office Equipment,Lenovo,330,36,87,Printer Model 266 by Lenovo,3.2,TRUE,2023-11-02T07:11:55.218
5151,Smartphone Model 970,SKU-105151,Mobile Phones,Logitech,1122,39,77,Smartphone Model 970 by Logitech,2.5,TRUE,2023-08-31T07:11:55.218
5152,Smart Watch Model 538,SKU-105152,Wearables,Dell,619,26,652,Smart Watch Model 538 by Dell,1.3,TRUE,2024-07-04T07:11:55.218
5153,Headphone Model 736,SKU-105153,Audio,HP,143,34,405,Headphone Model 736 by HP,1.9,TRUE,2024-05-29T07:11:55.218
5154,Headphone Model 956,SKU-105154,Audio,Apple,131,20,872,Headphone Model 956 by Apple,4.4,TRUE,2024-08-10T07:11:55.218
5155,Keyboard Model 473,SKU-105155,Computer Accessories,Dell,107,42,313,Keyboard Model 473 by Dell,1.2,TRUE,2026-01-21T07:11:55.218
5156,Headphone Model 301,SKU-105156,Audio,Apple,251,1,165,Headphone Model 301 by Apple,4.2,TRUE,2023-11-07T07:11:55.218
5157,Laptop Model 303,SKU-105157,Laptops,HP,1887,41,614,Laptop Model 303 by HP,3.7,TRUE,2025-01-07T07:11:55.218
5158,Headphone Model 578,SKU-105158,Audio,Acer,438,13,81,Headphone Model 578 by Acer,2.1,TRUE,2023-08-28T07:11:55.218
5159,Smartphone Model 912,SKU-105159,Mobile Phones,Apple,1237,15,515,Smartphone Model 912 by Apple,4.7,TRUE,2024-01-15T07:11:55.218
5160,Smart Watch Model 279,SKU-105160,Wearables,Dell,726,5,148,Smart Watch Model 279 by Dell,3.9,TRUE,2023-08-28T07:11:55.218
5161,Headphone Model 572,SKU-105161,Audio,Sony,118,33,118,Headphone Model 572 by Sony,2.1,TRUE,2024-08-16T07:11:55.218
5162,Laptop Model 293,SKU-105162,Laptops,HP,2381,16,868,Laptop Model 293 by HP,1.5,TRUE,2024-02-17T07:11:55.218
5163,Tablet Model 482,SKU-105163,Tablets,Apple,304,14,63,Tablet Model 482 by Apple,4.1,TRUE,2023-07-21T07:11:55.218
5164,Smart Watch Model 474,SKU-105164,Wearables,Samsung,339,10,632,Smart Watch Model 474 by Samsung,3.9,TRUE,2024-12-17T07:11:55.218
5165,Printer Model 356,SKU-105165,Office Equipment,Dell,262,43,390,Printer Model 356 by Dell,4.4,TRUE,2023-09-08T07:11:55.218
5166,Smart Watch Model 935,SKU-105166,Wearables,Xiaomi,704,39,416,Smart Watch Model 935 by Xiaomi,2.2,TRUE,2023-12-29T07:11:55.218
5167,Laptop Model 873,SKU-105167,Laptops,Dell,2626,40,420,Laptop Model 873 by Dell,4.4,TRUE,2025-04-11T07:11:55.218
5168,Tablet Model 137,SKU-105168,Tablets,HP,1024,12,193,Tablet Model 137 by HP,3.2,TRUE,2023-11-04T07:11:55.218
5169,Keyboard Model 109,SKU-105169,Computer Accessories,Xiaomi,107,43,92,Keyboard Model 109 by Xiaomi,3.3,TRUE,2025-12-11T07:11:55.218
5170,Tablet Model 245,SKU-105170,Tablets,Asus,847,4,227,Tablet Model 245 by Asus,3.9,TRUE,2025-03-06T07:11:55.220
5171,Printer Model 544,SKU-105171,Office Equipment,Xiaomi,947,3,54,Printer Model 544 by Xiaomi,3.5,TRUE,2024-01-31T07:11:55.220
5172,Mouse Model 775,SKU-105172,Computer Accessories,Asus,88,29,274,Mouse Model 775 by Asus,4.8,TRUE,2023-11-10T07:11:55.220
5173,Laptop Model 289,SKU-105173,Laptops,HP,1323,37,234,Laptop Model 289 by HP,2.3,TRUE,2023-10-07T07:11:55.220
5174,Mouse Model 268,SKU-105174,Computer Accessories,Sony,175,3,266,Mouse Model 268 by Sony,1.4,TRUE,2024-09-22T07:11:55.220
5175,Smartphone Model 104,SKU-105175,Mobile Phones,Asus,1441,39,117,Smartphone Model 104 by Asus,4.8,TRUE,2024-05-06T07:11:55.220
5176,Keyboard Model 409,SKU-105176,Computer Accessories,Sony,162,34,226,Keyboard Model 409 by Sony,2.1,TRUE,2024-01-27T07:11:55.220
5177,Camera Model 586,SKU-105177,Cameras,Logitech,2181,11,915,Camera Model 586 by Logitech,2.6,TRUE,2023-07-26T07:11:55.220
5178,Printer Model 102,SKU-105178,Office Equipment,Samsung,545,38,40,Printer Model 102 by Samsung,3,FALSE,2025-10-28T07:11:55.220
5179,Keyboard Model 163,SKU-105179,Computer Accessories,Sony,146,4,529,Keyboard Model 163 by Sony,3.4,TRUE,2025-02-22T07:11:55.220
5180,Laptop Model 672,SKU-105180,Laptops,Sony,2367,22,602,Laptop Model 672 by Sony,5,TRUE,2024-05-10T07:11:55.220
5181,Mouse Model 883,SKU-105181,Computer Accessories,HP,86,21,140,Mouse Model 883 by HP,1.5,TRUE,2025-12-06T07:11:55.220
5182,Smart Watch Model 884,SKU-105182,Wearables,Lenovo,671,4,98,Smart Watch Model 884 by Lenovo,1.8,TRUE,2024-10-30T07:11:55.220
5183,Monitor Model 879,SKU-105183,Computer Accessories,Lenovo,251,5,406,Monitor Model 879 by Lenovo,2.9,TRUE,2023-07-30T07:11:55.220
5184,Headphone Model 149,SKU-105184,Audio,Logitech,143,28,79,Headphone Model 149 by Logitech,2.8,TRUE,2023-12-28T07:11:55.220
5185,Keyboard Model 270,SKU-105185,Computer Accessories,Asus,289,1,709,Keyboard Model 270 by Asus,4.6,TRUE,2025-11-13T07:11:55.220
5186,Headphone Model 619,SKU-105186,Audio,Lenovo,395,11,403,Headphone Model 619 by Lenovo,1.4,TRUE,2024-07-26T07:11:55.220
5187,Laptop Model 956,SKU-105187,Laptops,Xiaomi,1400,17,746,Laptop Model 956 by Xiaomi,4.9,TRUE,2025-01-19T07:11:55.220
5188,Camera Model 596,SKU-105188,Cameras,Apple,882,19,400,Camera Model 596 by Apple,4.8,TRUE,2025-03-23T07:11:55.220
5189,Mouse Model 305,SKU-105189,Computer Accessories,Lenovo,262,3,994,Mouse Model 305 by Lenovo,4,TRUE,2024-09-25T07:11:55.220
5190,Headphone Model 963,SKU-105190,Audio,Dell,323,1,923,Headphone Model 963 by Dell,4.9,TRUE,2024-07-01T07:11:55.220
5191,Monitor Model 916,SKU-105191,Computer Accessories,Samsung,328,9,641,Monitor Model 916 by Samsung,2.5,TRUE,2023-10-19T07:11:55.220
5192,Laptop Model 625,SKU-105192,Laptops,Dell,743,4,490,Laptop Model 625 by Dell,2.2,TRUE,2025-12-26T07:11:55.220
5193,Keyboard Model 616,SKU-105193,Computer Accessories,Lenovo,325,37,258,Keyboard Model 616 by Lenovo,1,TRUE,2024-12-27T07:11:55.220
5194,Printer Model 343,SKU-105194,Office Equipment,HP,921,1,530,Printer Model 343 by HP,2.5,TRUE,2025-06-18T07:11:55.220
5195,Printer Model 912,SKU-105195,Office Equipment,Logitech,788,16,130,Printer Model 912 by Logitech,4.8,TRUE,2023-09-27T07:11:55.220
5196,Tablet Model 884,SKU-105196,Tablets,Sony,1027,38,840,Tablet Model 884 by Sony,3.4,TRUE,2024-10-17T07:11:55.220
5197,Smart Watch Model 504,SKU-105197,Wearables,Dell,514,38,739,Smart Watch Model 504 by Dell,5,TRUE,2025-04-06T07:11:55.220
5198,Monitor Model 232,SKU-105198,Computer Accessories,Acer,42,29,675,Monitor Model 232 by Acer,1.6,TRUE,2023-12-02T07:11:55.220
5199,Mouse Model 320,SKU-105199,Computer Accessories,Sony,191,27,568,Mouse Model 320 by Sony,3.9,TRUE,2025-08-07T07:11:55.220
5200,Headphone Model 922,SKU-105200,Audio,Dell,214,45,656,Headphone Model 922 by Dell,2.1,TRUE,2023-09-11T07:11:55.220
5201,Laptop Model 703,SKU-105201,Laptops,Xiaomi,2271,14,191,Laptop Model 703 by Xiaomi,4.2,TRUE,2024-02-17T07:11:55.220
5202,Monitor Model 165,SKU-105202,Computer Accessories,Samsung,308,13,772,Monitor Model 165 by Samsung,4.8,TRUE,2023-05-29T07:11:55.220
5203,Monitor Model 853,SKU-105203,Computer Accessories,Acer,267,46,135,Monitor Model 853 by Acer,1.7,TRUE,2025-09-24T07:11:55.220
5204,Laptop Model 325,SKU-105204,Laptops,Dell,2600,25,239,Laptop Model 325 by Dell,1.8,TRUE,2023-08-16T07:11:55.220
5205,Keyboard Model 221,SKU-105205,Computer Accessories,Apple,69,28,559,Keyboard Model 221 by Apple,1.4,TRUE,2024-02-03T07:11:55.220
5206,Monitor Model 549,SKU-105206,Computer Accessories,Acer,59,21,194,Monitor Model 549 by Acer,3.3,TRUE,2024-09-12T07:11:55.220
5207,Monitor Model 587,SKU-105207,Computer Accessories,Apple,296,7,866,Monitor Model 587 by Apple,3.1,TRUE,2025-02-03T07:11:55.220
5208,Tablet Model 368,SKU-105208,Tablets,Sony,1109,30,109,Tablet Model 368 by Sony,2.2,TRUE,2024-10-08T07:11:55.220
5209,Tablet Model 675,SKU-105209,Tablets,HP,1192,18,282,Tablet Model 675 by HP,2.2,TRUE,2025-04-10T07:11:55.220
5210,Laptop Model 400,SKU-105210,Laptops,Apple,2238,36,65,Laptop Model 400 by Apple,1.5,TRUE,2024-04-16T07:11:55.220
5211,Laptop Model 234,SKU-105211,Laptops,Logitech,2850,16,974,Laptop Model 234 by Logitech,1.6,TRUE,2024-04-08T07:11:55.220
5212,Smart Watch Model 448,SKU-105212,Wearables,Asus,442,46,628,Smart Watch Model 448 by Asus,2.4,TRUE,2025-04-22T07:11:55.220
5213,Mouse Model 523,SKU-105213,Computer Accessories,Acer,81,3,345,Mouse Model 523 by Acer,2.1,TRUE,2024-04-27T07:11:55.220
5214,Keyboard Model 323,SKU-105214,Computer Accessories,Lenovo,109,17,449,Keyboard Model 323 by Lenovo,5,TRUE,2025-03-07T07:11:55.220
5215,Headphone Model 854,SKU-105215,Audio,Apple,429,19,365,Headphone Model 854 by Apple,2.3,FALSE,2025-01-09T07:11:55.220
5216,Camera Model 907,SKU-105216,Cameras,Xiaomi,1285,22,812,Camera Model 907 by Xiaomi,4.4,TRUE,2023-09-25T07:11:55.220
5217,Laptop Model 998,SKU-105217,Laptops,Dell,1692,40,682,Laptop Model 998 by Dell,3.9,TRUE,2024-05-12T07:11:55.220
5218,Laptop Model 891,SKU-105218,Laptops,Xiaomi,2448,27,636,Laptop Model 891 by Xiaomi,4.4,TRUE,2023-12-17T07:11:55.220
5219,Laptop Model 174,SKU-105219,Laptops,Dell,753,26,322,Laptop Model 174 by Dell,1.9,FALSE,2023-08-10T07:11:55.220
5220,Keyboard Model 951,SKU-105220,Computer Accessories,Dell,322,27,81,Keyboard Model 951 by Dell,4.5,TRUE,2023-10-11T07:11:55.220
5221,Printer Model 862,SKU-105221,Office Equipment,Apple,830,27,391,Printer Model 862 by Apple,4.2,TRUE,2024-05-13T07:11:55.220
5222,Laptop Model 362,SKU-105222,Laptops,Apple,1210,43,132,Laptop Model 362 by Apple,3.2,TRUE,2024-08-27T07:11:55.220
5223,Headphone Model 661,SKU-105223,Audio,Acer,370,39,516,Headphone Model 661 by Acer,1.8,TRUE,2023-10-17T07:11:55.220
5224,Keyboard Model 417,SKU-105224,Computer Accessories,Logitech,158,16,37,Keyboard Model 417 by Logitech,3.2,TRUE,2024-01-10T07:11:55.220
5225,Laptop Model 240,SKU-105225,Laptops,Dell,2700,39,618,Laptop Model 240 by Dell,3.7,TRUE,2023-07-01T07:11:55.220
5226,Mouse Model 882,SKU-105226,Computer Accessories,Dell,180,5,146,Mouse Model 882 by Dell,4.9,TRUE,2025-09-07T07:11:55.220
5227,Monitor Model 113,SKU-105227,Computer Accessories,Apple,239,40,937,Monitor Model 113 by Apple,4.2,TRUE,2025-09-25T07:11:55.220
5228,Laptop Model 311,SKU-105228,Laptops,Samsung,1809,39,568,Laptop Model 311 by Samsung,4.6,TRUE,2025-02-11T07:11:55.220
5229,Smart Watch Model 995,SKU-105229,Wearables,Sony,604,19,247,Smart Watch Model 995 by Sony,1.1,TRUE,2023-05-15T07:11:55.220
5230,Keyboard Model 821,SKU-105230,Computer Accessories,Lenovo,327,4,985,Keyboard Model 821 by Lenovo,1.8,TRUE,2024-01-06T07:11:55.220
5231,Keyboard Model 294,SKU-105231,Computer Accessories,Samsung,249,28,433,Keyboard Model 294 by Samsung,2.9,TRUE,2026-01-07T07:11:55.220
5232,Mouse Model 401,SKU-105232,Computer Accessories,Dell,255,9,69,Mouse Model 401 by Dell,3.1,TRUE,2025-05-14T07:11:55.220
5233,Printer Model 380,SKU-105233,Office Equipment,Sony,275,19,981,Printer Model 380 by Sony,1.4,TRUE,2025-11-18T07:11:55.220
5234,Headphone Model 653,SKU-105234,Audio,Asus,265,32,601,Headphone Model 653 by Asus,3.5,TRUE,2023-10-08T07:11:55.220
5235,Smart Watch Model 612,SKU-105235,Wearables,Sony,323,15,372,Smart Watch Model 612 by Sony,1.4,TRUE,2024-03-16T07:11:55.220
5236,Laptop Model 655,SKU-105236,Laptops,Sony,637,48,856,Laptop Model 655 by Sony,2.9,TRUE,2025-12-08T07:11:55.220
5237,Smartphone Model 233,SKU-105237,Mobile Phones,Acer,1081,45,970,Smartphone Model 233 by Acer,4.4,TRUE,2024-11-01T07:11:55.220
5238,Laptop Model 377,SKU-105238,Laptops,HP,3047,2,367,Laptop Model 377 by HP,2.4,TRUE,2024-10-28T07:11:55.220
5239,Monitor Model 509,SKU-105239,Computer Accessories,Logitech,307,49,58,Monitor Model 509 by Logitech,2.9,TRUE,2025-06-28T07:11:55.220
5240,Keyboard Model 407,SKU-105240,Computer Accessories,HP,115,8,522,Keyboard Model 407 by HP,4.1,TRUE,2025-10-04T07:11:55.220
5241,Headphone Model 953,SKU-105241,Audio,Samsung,388,42,66,Headphone Model 953 by Samsung,4.6,TRUE,2024-09-26T07:11:55.220
5242,Camera Model 570,SKU-105242,Cameras,HP,993,36,898,Camera Model 570 by HP,3.9,TRUE,2025-03-21T07:11:55.220
5243,Tablet Model 784,SKU-105243,Tablets,Logitech,496,24,182,Tablet Model 784 by Logitech,3.5,TRUE,2025-03-09T07:11:55.220
5244,Smart Watch Model 375,SKU-105244,Wearables,Samsung,192,2,758,Smart Watch Model 375 by Samsung,1.1,TRUE,2025-07-17T07:11:55.220
5245,Keyboard Model 827,SKU-105245,Computer Accessories,Xiaomi,268,39,972,Keyboard Model 827 by Xiaomi,4.9,TRUE,2023-08-02T07:11:55.220
5246,Smart Watch Model 818,SKU-105246,Wearables,Lenovo,221,25,441,Smart Watch Model 818 by Lenovo,1.8,TRUE,2024-07-02T07:11:55.220
5247,Smartphone Model 154,SKU-105247,Mobile Phones,Samsung,682,35,559,Smartphone Model 154 by Samsung,4.1,TRUE,2025-07-17T07:11:55.220
5248,Mouse Model 625,SKU-105248,Computer Accessories,HP,309,15,716,Mouse Model 625 by HP,4.9,TRUE,2025-11-23T07:11:55.220
5249,Camera Model 223,SKU-105249,Cameras,Logitech,891,9,113,Camera Model 223 by Logitech,3,TRUE,2025-11-10T07:11:55.220
5250,Camera Model 830,SKU-105250,Cameras,Lenovo,1314,24,896,Camera Model 830 by Lenovo,4.1,TRUE,2024-08-28T07:11:55.220
5251,Smart Watch Model 423,SKU-105251,Wearables,Apple,389,49,371,Smart Watch Model 423 by Apple,4.2,TRUE,2025-10-30T07:11:55.220
5252,Keyboard Model 872,SKU-105252,Computer Accessories,Asus,69,38,660,Keyboard Model 872 by Asus,4.6,TRUE,2023-09-04T07:11:55.220
5253,Camera Model 441,SKU-105253,Cameras,Dell,1794,46,96,Camera Model 441 by Dell,4.4,TRUE,2023-12-10T07:11:55.220
5254,Laptop Model 362,SKU-105254,Laptops,Logitech,1872,49,129,Laptop Model 362 by Logitech,4,FALSE,2024-11-18T07:11:55.220
5255,Smartphone Model 511,SKU-105255,Mobile Phones,Lenovo,551,6,848,Smartphone Model 511 by Lenovo,3.5,TRUE,2024-03-25T07:11:55.220
5256,Mouse Model 743,SKU-105256,Computer Accessories,Apple,89,18,446,Mouse Model 743 by Apple,2.8,TRUE,2025-06-05T07:11:55.220
5257,Printer Model 668,SKU-105257,Office Equipment,Dell,176,20,810,Printer Model 668 by Dell,3.5,TRUE,2025-11-09T07:11:55.220
5258,Smart Watch Model 681,SKU-105258,Wearables,Apple,553,49,831,Smart Watch Model 681 by Apple,1.6,TRUE,2024-10-28T07:11:55.220
5259,Smart Watch Model 288,SKU-105259,Wearables,Logitech,422,45,89,Smart Watch Model 288 by Logitech,1.2,TRUE,2023-09-14T07:11:55.220
5260,Smart Watch Model 353,SKU-105260,Wearables,HP,353,1,486,Smart Watch Model 353 by HP,4.4,TRUE,2024-02-10T07:11:55.220
5261,Printer Model 879,SKU-105261,Office Equipment,Samsung,599,11,431,Printer Model 879 by Samsung,3.6,TRUE,2025-07-21T07:11:55.220
5262,Mouse Model 472,SKU-105262,Computer Accessories,Acer,272,0,550,Mouse Model 472 by Acer,4.7,TRUE,2024-07-22T07:11:55.220
5263,Monitor Model 844,SKU-105263,Computer Accessories,Sony,256,16,610,Monitor Model 844 by Sony,2.6,TRUE,2024-02-03T07:11:55.220
5264,Laptop Model 865,SKU-105264,Laptops,Acer,1272,20,324,Laptop Model 865 by Acer,2.4,TRUE,2024-04-18T07:11:55.220
5265,Smartphone Model 424,SKU-105265,Mobile Phones,HP,573,29,3,Smartphone Model 424 by HP,1.3,TRUE,2025-10-12T07:11:55.220
5266,Laptop Model 798,SKU-105266,Laptops,Lenovo,3077,17,654,Laptop Model 798 by Lenovo,4.1,TRUE,2024-10-13T07:11:55.220
5267,Headphone Model 423,SKU-105267,Audio,Samsung,379,36,601,Headphone Model 423 by Samsung,4.4,TRUE,2023-12-13T07:11:55.220
5268,Monitor Model 802,SKU-105268,Computer Accessories,Dell,94,28,848,Monitor Model 802 by Dell,4.8,TRUE,2024-09-10T07:11:55.220
5269,Tablet Model 647,SKU-105269,Tablets,Dell,646,36,912,Tablet Model 647 by Dell,4.6,TRUE,2023-06-30T07:11:55.220
5270,Smart Watch Model 405,SKU-105270,Wearables,Xiaomi,418,38,823,Smart Watch Model 405 by Xiaomi,3,TRUE,2025-05-01T07:11:55.220
